,0,1,2,3,4
2228,2,1,3,6,1
2229,2,0,2,6,1
2230,2,3,1,5,1
2231,2,2,0,4,1
2232,2,1,6,3,0
2233,1,0,6,2,1
2234,1,3,6,1,1
2235,1,2,6,0,1
2236,1,1,6,3,1
2237,1,0,6,2,1
2238,1,6,6,1,0
2239,0,6,6,0,1
2240,0,5,6,1,2
2241,1,4,6,0,1
2242,1,3,6,1,1
2243,1,2,6,0,1
2244,1,1,6,3,1
2245,1,0,6,2,1
2246,1,3,6,1,1
2247,1,2,6,0,1
2248,1,1,6,3,1
2249,1,0,6,2,1
2250,1,3,6,1,1
2251,1,2,6,0,1
2252,1,1,5,3,1
2253,1,0,4,2,1
2254,1,6,3,1,0
2255,0,6,2,0,1
2256,0,6,1,6,1
2257,0,6,0,6,1
2258,0,6,1,6,1
2259,0,6,0,6,1
2260,0,6,1,6,1
2261,0,6,0,6,1
2262,0,6,1,6,1
2263,0,6,0,6,1
2264,0,6,1,6,1
2265,0,6,0,6,1
2266,0,5,1,6,1
2267,0,4,0,6,1
2268,0,3,1,5,1
2269,0,2,0,4,1
2270,0,1,6,3,2
2271,1,0,6,2,1
2272,1,5,6,1,1
2273,1,4,6,0,1
2274,1,3,6,1,1
2275,1,2,6,0,1
2276,1,1,5,3,1
2277,1,0,4,2,1
2278,1,6,3,1,0
2279,0,6,2,0,1
2280,0,6,1,5,1
2281,0,6,0,4,1
2282,0,6,1,3,1
2283,0,6,0,2,1
2284,0,6,3,1,1
2285,0,6,2,0,1
2286,0,6,1,5,1
2287,0,6,0,4,1
2288,0,6,1,3,1
2289,0,6,0,2,1
2290,0,5,3,1,1
2291,0,4,2,0,1
2292,0,3,1,6,1
2293,0,2,0,6,1
2294,0,1,6,6,2
2295,1,0,6,6,1
2296,1,1,6,5,1
2297,1,0,6,4,1
2298,1,1,6,3,1
2299,1,0,6,2,1
2300,1,3,6,1,1
2301,1,2,6,0,1
2302,1,1,5,6,2
2303,2,0,4,6,1
2304,2,1,3,6,1
2305,2,0,2,6,1
2306,2,6,1,5,1
2307,2,6,0,4,1
2308,2,6,1,3,1
2309,2,6,0,2,1
2310,2,6,3,1,0
2311,1,6,2,0,0
2312,0,6,1,3,1
2313,0,6,0,2,1
2314,0,6,3,1,1
2315,0,6,2,0,1
2316,0,6,1,3,1
2317,0,6,0,2,1
2318,0,5,6,1,2
2319,1,4,6,0,1
2320,1,3,5,1,1
2321,1,2,4,0,1
2322,1,1,3,6,2
2323,2,0,2,6,1
2324,2,6,1,6,1
2325,2,6,0,6,1
2326,2,6,1,6,1
2327,2,6,0,6,1
2328,2,6,1,6,1
2329,2,6,0,6,1
2330,2,5,1,6,1
2331,2,4,0,6,1
2332,2,3,1,6,1
2333,2,2,0,6,1
2334,2,1,6,5,0
2335,1,0,6,4,1
2336,1,1,5,3,1
2337,1,0,4,2,1
2338,1,5,3,1,0
2339,0,4,2,0,1
2340,0,3,1,5,1
2341,0,2,0,4,1
2342,0,1,5,3,2
2343,1,0,4,2,1
2344,1,5,3,1,0
2345,0,4,2,0,1
2346,0,3,1,6,1
2347,0,2,0,6,1
2348,0,1,3,6,2
2349,1,0,2,6,2
2350,2,3,1,6,1
2351,2,2,0,6,1
2352,2,1,3,5,1
2353,2,0,2,4,1
2354,2,5,1,3,1
2355,2,4,0,2,1
2356,2,3,6,1,0
2357,1,2,6,0,1
2358,1,1,5,6,2
2359,2,0,4,6,1
2360,2,1,3,6,1
2361,2,0,2,6,1
2362,2,3,1,5,1
2363,2,2,0,4,1
2364,2,1,5,3,0
2365,1,0,4,2,1
2366,1,6,3,1,0
2367,0,6,2,0,1
2368,0,5,1,6,1
2369,0,4,0,6,1
2370,0,3,1,5,1
2371,0,2,0,4,1
2372,0,1,5,3,2
2373,1,0,4,2,1
2374,1,5,3,1,0
2375,0,4,2,0,1
2376,0,3,1,6,1
2377,0,2,0,6,1
2378,0,1,5,6,2
2379,1,0,4,6,2
2380,2,1,3,6,1
2381,2,0,2,6,1
2382,2,3,1,6,1
2383,2,2,0,6,1
2384,2,1,5,6,1
2385,2,0,4,6,1
2386,2,1,3,6,1
2387,2,0,2,6,1
2388,2,3,1,5,1
2389,2,2,0,4,1
2390,2,1,6,3,0
2391,1,0,6,2,1
2392,1,6,6,1,0
2393,0,6,6,0,1
2394,0,6,5,1,1
2395,0,6,4,0,1
2396,0,5,3,1,1
2397,0,4,2,0,1
2398,0,3,1,6,1
2399,0,2,0,6,1
2400,0,1,6,5,2
2401,1,0,6,4,1
2402,1,1,5,3,1
2403,1,0,4,2,1
2404,1,6,3,1,0
2405,0,6,2,0,1
2406,0,6,1,6,1
2407,0,6,0,6,1
2408,0,6,1,6,1
2409,0,6,0,6,1
2410,0,6,1,5,1
2411,0,6,0,4,1
2412,0,6,1,3,1
2413,0,6,0,2,1
2414,0,6,5,1,1
2415,0,6,4,0,1
2416,0,6,3,1,1
2417,0,6,2,0,1
2418,0,5,1,3,1
2419,0,4,0,2,1
2420,0,3,6,1,2
2421,1,2,6,0,1
2422,1,1,6,3,1
2423,1,0,6,2,1
2424,1,5,6,1,1
2425,1,4,6,0,1
2426,1,3,5,1,1
2427,1,2,4,0,1
2428,1,1,3,6,2
2429,2,0,2,6,1
2430,2,5,1,6,1
2431,2,4,0,6,1
2432,2,3,1,6,1
2433,2,2,0,6,1
2434,2,1,3,6,1
2435,2,0,2,6,1
2436,2,6,1,5,1
2437,2,6,0,4,1
2438,2,6,1,3,1
2439,2,6,0,2,1
2440,2,5,3,1,0
2441,1,4,2,0,0
2442,0,3,1,6,1
2443,0,2,0,6,1
2444,0,1,3,6,2
2445,1,0,2,6,2
2446,2,3,1,6,1
2447,2,2,0,6,1
2448,2,1,3,6,1
2449,2,0,2,6,1
2450,2,3,1,6,1
2451,2,2,0,6,1
2452,2,1,5,6,1
2453,2,0,4,6,1
2454,2,1,3,6,1
2455,2,0,2,6,1
2456,2,5,1,6,1
2457,2,4,0,6,1
2458,2,3,1,5,1
2459,2,2,0,4,1
2460,2,1,5,3,0
2461,1,0,4,2,1
2462,1,5,3,1,0
2463,0,4,2,0,1
2464,0,3,1,6,1
2465,0,2,0,6,1
2466,0,1,3,5,2
2467,1,0,2,4,2
2468,2,5,1,3,1
2469,2,4,0,2,1
2470,2,3,5,1,0
2471,1,2,4,0,1
2472,1,1,3,6,2
2473,2,0,2,6,1
2474,2,6,1,6,1
2475,2,6,0,6,1
2476,2,6,1,5,1
2477,2,6,0,4,1
2478,2,5,1,3,1
2479,2,4,0,2,1
2480,2,3,5,1,0
2481,1,2,4,0,1
2482,1,1,3,6,2
2483,2,0,2,6,1
2484,2,5,1,6,1
2485,2,4,0,6,1
2486,2,3,1,6,1
2487,2,2,0,6,1
2488,2,1,3,5,1
2489,2,0,2,4,1
2490,2,6,1,3,1
2491,2,6,0,2,1
2492,2,5,3,1,0
2493,1,4,2,0,0
2494,0,3,1,6,1
2495,0,2,0,6,1
2496,0,1,3,6,2
2497,1,0,2,6,2
2498,2,6,1,5,1
2499,2,6,0,4,1
2500,2,5,1,3,1
2501,2,4,0,2,1
2502,2,3,6,1,0
2503,1,2,6,0,1
2504,1,1,5,6,2
2505,2,0,4,6,1
2506,2,1,3,6,1
2507,2,0,2,6,1
2508,2,3,1,5,1
2509,2,2,0,4,1
2510,2,1,6,3,0
2511,1,0,6,2,1
2512,1,3,5,1,1
2513,1,2,4,0,1
2514,1,1,3,6,2
2515,2,0,2,6,1
2516,2,3,1,6,1
2517,2,2,0,6,1
2518,2,1,6,6,0
2519,1,0,6,6,1
2520,1,1,6,6,1
2521,1,0,6,6,1
2522,1,1,5,6,2
2523,2,0,4,6,1
2524,2,1,3,6,1
2525,2,0,2,6,1
2526,2,3,1,5,1
2527,2,2,0,4,1
2528,2,1,5,3,0
2529,1,0,4,2,1
2530,1,6,3,1,0
2531,0,6,2,0,1
2532,0,6,1,5,1
2533,0,6,0,4,1
2534,0,6,1,3,1
2535,0,6,0,2,1
2536,0,6,5,1,1
2537,0,6,4,0,1
2538,0,6,3,1,1
2539,0,6,2,0,1
2540,0,5,1,6,1
2541,0,4,0,6,1
2542,0,3,1,6,1
2543,0,2,0,6,1
2544,0,1,3,6,2
2545,1,0,2,6,2
2546,2,3,1,6,1
2547,2,2,0,6,1
2548,2,1,6,5,0
2549,1,0,6,4,1
2550,1,1,6,3,1
2551,1,0,6,2,1
2552,1,3,5,1,1
2553,1,2,4,0,1
2554,1,1,3,6,2
2555,2,0,2,6,1
2556,2,3,1,6,1
2557,2,2,0,6,1
2558,2,1,3,5,1
2559,2,0,2,4,1
2560,2,5,1,3,1
2561,2,4,0,2,1
2562,2,3,5,1,0
2563,1,2,4,0,1
2564,1,1,3,6,2
2565,2,0,2,6,1
2566,2,3,1,5,1
2567,2,2,0,4,1
2568,2,1,6,3,0
2569,1,0,6,2,1
2570,1,3,5,1,1
2571,1,2,4,0,1
2572,1,1,3,5,2
2573,2,0,2,4,1
2574,2,6,1,3,1
2575,2,6,0,2,1
2576,2,6,5,1,0
2577,1,6,4,0,0
2578,0,5,3,1,1
2579,0,4,2,0,1
2580,0,3,1,6,1
2581,0,2,0,6,1
2582,0,1,6,6,2
2583,1,0,6,6,1
2584,1,1,6,5,1
2585,1,0,6,4,1
2586,1,1,6,3,1
2587,1,0,6,2,1
2588,1,3,6,1,1
2589,1,2,6,0,1
2590,1,1,5,3,1
2591,1,0,4,2,1
2592,1,6,3,1,0
2593,0,6,2,0,1
2594,0,5,1,6,1
2595,0,4,0,6,1
2596,0,3,1,6,1
2597,0,2,0,6,1
2598,0,1,3,6,2
2599,1,0,2,6,2
2600,2,6,1,5,1
2601,2,6,0,4,1
2602,2,6,1,3,1
2603,2,6,0,2,1
2604,2,6,6,1,0
2605,1,6,6,0,0
2606,0,6,5,1,1
2607,0,6,4,0,1
2608,0,5,3,1,1
2609,0,4,2,0,1
2610,0,3,1,5,1
2611,0,2,0,4,1
2612,0,1,5,3,2
2613,1,0,4,2,1
2614,1,5,3,1,0
2615,0,4,2,0,1
2616,0,3,1,5,1
2617,0,2,0,4,1
2618,0,1,6,3,2
2619,1,0,6,2,1
2620,1,3,6,1,1
2621,1,2,6,0,1
2622,1,1,5,6,2
2623,2,0,4,6,1
2624,2,1,3,6,1
2625,2,0,2,6,1
2626,2,3,1,6,1
2627,2,2,0,6,1
2628,2,1,3,6,1
2629,2,0,2,6,1
2630,2,5,1,6,1
2631,2,4,0,6,1
2632,2,3,1,6,1
2633,2,2,0,6,1
2634,2,1,6,6,0
2635,1,0,6,6,1
2636,1,1,6,6,1
2637,1,0,6,6,1
2638,1,1,6,5,1
2639,1,0,6,4,1
2640,1,1,6,3,1
2641,1,0,6,2,1
2642,1,6,5,1,0
2643,0,6,4,0,1
2644,0,6,3,1,1
2645,0,6,2,0,1
2646,0,6,1,6,1
2647,0,6,0,6,1
2648,0,6,1,6,1
2649,0,6,0,6,1
2650,0,6,1,6,1
2651,0,6,0,6,1
2652,0,6,1,6,1
2653,0,6,0,6,1
2654,0,6,1,5,1
2655,0,6,0,4,1
2656,0,5,1,3,1
2657,0,4,0,2,1
2658,0,3,5,1,2
2659,1,2,4,0,1
2660,1,1,3,5,2
2661,2,0,2,4,1
2662,2,5,1,3,1
2663,2,4,0,2,1
2664,2,3,6,1,0
2665,1,2,6,0,1
2666,1,1,6,5,1
2667,1,0,6,4,1
2668,1,1,5,3,1
2669,1,0,4,2,1
2670,1,6,3,1,0
2671,0,6,2,0,1
2672,0,6,1,3,1
2673,0,6,0,2,1
2674,0,6,5,1,1
2675,0,6,4,0,1
2676,0,6,3,1,1
2677,0,6,2,0,1
2678,0,5,1,3,1
2679,0,4,0,2,1
2680,0,3,6,1,2
2681,1,2,6,0,1
2682,1,1,6,6,1
2683,1,0,6,6,1
2684,1,1,6,6,1
2685,1,0,6,6,1
2686,1,1,6,5,1
2687,1,0,6,4,1
2688,1,1,6,3,1
2689,1,0,6,2,1
2690,1,3,5,1,1
2691,1,2,4,0,1
2692,1,1,3,6,2
2693,2,0,2,6,1
2694,2,6,1,5,1
2695,2,6,0,4,1
2696,2,6,1,3,1
2697,2,6,0,2,1
2698,2,6,6,1,0
2699,1,6,6,0,0
2700,0,6,5,1,1
2701,0,6,4,0,1
2702,0,6,3,1,1
2703,0,6,2,0,1
2704,0,5,1,3,1
2705,0,4,0,2,1
2706,0,3,5,1,2
2707,1,2,4,0,1
2708,1,1,3,6,2
2709,2,0,2,6,1
2710,2,5,1,6,1
2711,2,4,0,6,1
2712,2,3,1,5,1
2713,2,2,0,4,1
2714,2,1,6,3,0
2715,1,0,6,2,1
2716,1,5,6,1,1
2717,1,4,6,0,1
2718,1,3,6,1,1
2719,1,2,6,0,1
2720,1,1,5,3,1
2721,1,0,4,2,1
2722,1,6,3,1,0
2723,0,6,2,0,1
2724,0,6,1,5,1
2725,0,6,0,4,1
2726,0,6,1,3,1
2727,0,6,0,2,1
2728,0,6,5,1,1
2729,0,6,4,0,1
2730,0,6,3,1,1
2731,0,6,2,0,1
2732,0,5,1,6,1
2733,0,4,0,6,1
2734,0,3,1,5,1
2735,0,2,0,4,1
2736,0,1,5,3,2
2737,1,0,4,2,1
2738,1,6,3,1,0
2739,0,6,2,0,1
2740,0,5,1,6,1
2741,0,4,0,6,1
2742,0,3,1,5,1
2743,0,2,0,4,1
2744,0,1,5,3,2
2745,1,0,4,2,1
2746,1,5,3,1,0
2747,0,4,2,0,1
2748,0,3,1,6,1
2749,0,2,0,6,1
2750,0,1,3,6,2
2751,1,0,2,6,2
2752,2,5,1,6,1
2753,2,4,0,6,1
2754,2,3,1,6,1
2755,2,2,0,6,1
2756,2,1,3,6,1
2757,2,0,2,6,1
2758,2,6,1,6,1
2759,2,6,0,6,1
2760,2,5,1,6,1
2761,2,4,0,6,1
2762,2,3,1,5,1
2763,2,2,0,4,1
2764,2,1,6,3,0
2765,1,0,6,2,1
2766,1,3,6,1,1
2767,1,2,6,0,1
2768,1,1,5,6,2
2769,2,0,4,6,1
2770,2,1,3,5,1
2771,2,0,2,4,1
2772,2,6,1,3,1
2773,2,6,0,2,1
2774,2,6,3,1,0
2775,1,6,2,0,0
2776,0,6,1,3,1
2777,0,6,0,2,1
2778,0,6,6,1,1
2779,0,6,6,0,1
2780,0,6,5,1,1
2781,0,6,4,0,1
2782,0,6,3,1,1
2783,0,6,2,0,1
2784,0,5,1,6,1
2785,0,4,0,6,1
2786,0,3,1,6,1
2787,0,2,0,6,1
2788,0,1,6,5,2
2789,1,0,6,4,1
2790,1,1,6,3,1
2791,1,0,6,2,1
2792,1,3,6,1,1
2793,1,2,6,0,1
2794,1,1,6,5,1
2795,1,0,6,4,1
2796,1,1,5,3,1
2797,1,0,4,2,1
2798,1,6,3,1,0
2799,0,6,2,0,1
2800,0,5,1,3,1
2801,0,4,0,2,1
2802,0,3,5,1,2
2803,1,2,4,0,1
2804,1,1,3,6,2
2805,2,0,2,6,1
2806,2,6,1,5,1
2807,2,6,0,4,1
2808,2,6,1,3,1
2809,2,6,0,2,1
2810,2,6,3,1,0
2811,1,6,2,0,0
2812,0,6,1,3,1
2813,0,6,0,2,1
2814,0,6,3,1,1
2815,0,6,2,0,1
2816,0,5,1,3,1
2817,0,4,0,2,1
2818,0,3,6,1,2
2819,1,2,6,0,1
2820,1,1,6,3,1
2821,1,0,6,2,1
2822,1,5,6,1,1
2823,1,4,6,0,1
2824,1,3,6,1,1
2825,1,2,6,0,1
2826,1,1,6,6,1
2827,1,0,6,6,1
2828,1,1,6,6,1
2829,1,0,6,6,1
2830,1,1,5,6,2
2831,2,0,4,6,1
2832,2,1,3,6,1
2833,2,0,2,6,1
2834,2,3,1,6,1
2835,2,2,0,6,1
2836,2,1,6,5,0
2837,1,0,6,4,1
2838,1,1,6,3,1
2839,1,0,6,2,1
2840,1,3,6,1,1
2841,1,2,6,0,1
2842,1,1,6,3,1
2843,1,0,6,2,1
2844,1,6,5,1,0
2845,0,6,4,0,1
2846,0,5,3,1,1
2847,0,4,2,0,1
2848,0,3,1,5,1
2849,0,2,0,4,1
2850,0,1,6,3,2
2851,1,0,6,2,1
2852,1,6,5,1,0
2853,0,6,4,0,1
2854,0,5,3,1,1
2855,0,4,2,0,1
2856,0,3,1,6,1
2857,0,2,0,6,1
2858,0,1,3,6,2
2859,1,0,2,6,2
2860,2,3,1,6,1
2861,2,2,0,6,1
2862,2,1,6,6,0
2863,1,0,6,6,1
2864,1,1,5,6,2
2865,2,0,4,6,1
2866,2,1,3,6,1
2867,2,0,2,6,1
2868,2,5,1,6,1
2869,2,4,0,6,1
2870,2,3,1,5,1
2871,2,2,0,4,1
2872,2,1,5,3,0
2873,1,0,4,2,1
2874,1,6,3,1,0
2875,0,6,2,0,1
2876,0,6,1,5,1
2877,0,6,0,4,1
2878,0,6,1,3,1
2879,0,6,0,2,1
2880,0,6,5,1,1
2881,0,6,4,0,1
2882,0,6,3,1,1
2883,0,6,2,0,1
2884,0,6,1,3,1
2885,0,6,0,2,1
2886,0,5,3,1,1
2887,0,4,2,0,1
2888,0,3,1,5,1
2889,0,2,0,4,1
2890,0,1,6,3,2
2891,1,0,6,2,1
2892,1,6,6,1,0
2893,0,6,6,0,1
2894,0,6,6,1,1
2895,0,6,6,0,1
2896,0,5,6,1,2
2897,1,4,6,0,1
2898,1,3,5,1,1
2899,1,2,4,0,1
2900,1,1,3,6,2
2901,2,0,2,6,1
2902,2,6,1,5,1
2903,2,6,0,4,1
2904,2,5,1,3,1
2905,2,4,0,2,1
2906,2,3,5,1,0
2907,1,2,4,0,1
2908,1,1,3,5,2
2909,2,0,2,4,1
2910,2,6,1,3,1
2911,2,6,0,2,1
2912,2,6,5,1,0
2913,1,6,4,0,0
2914,0,5,3,1,1
2915,0,4,2,0,1
2916,0,3,1,6,1
2917,0,2,0,6,1
2918,0,1,3,5,2
2919,1,0,2,4,2
2920,2,6,1,3,1
2921,2,6,0,2,1
2922,2,5,3,1,0
2923,1,4,2,0,0
2924,0,3,1,6,1
2925,0,2,0,6,1
2926,0,1,5,6,2
2927,1,0,4,6,2
2928,2,1,3,6,1
2929,2,0,2,6,1
2930,2,5,1,6,1
2931,2,4,0,6,1
2932,2,3,1,6,1
2933,2,2,0,6,1
2934,2,1,3,5,1
2935,2,0,2,4,1
2936,2,5,1,3,1
2937,2,4,0,2,1
2938,2,3,6,1,0
2939,1,2,6,0,1
2940,1,1,6,6,1
2941,1,0,6,6,1
2942,1,1,6,6,1
2943,1,0,6,6,1
2944,1,1,6,5,1
2945,1,0,6,4,1
2946,1,1,5,3,1
2947,1,0,4,2,1
2948,1,5,3,1,0
2949,0,4,2,0,1
2950,0,3,1,6,1
2951,0,2,0,6,1
2952,0,1,3,6,2
2953,1,0,2,6,2
2954,2,5,1,6,1
2955,2,4,0,6,1
2956,2,3,1,6,1
2957,2,2,0,6,1
2958,2,1,6,5,0
2959,1,0,6,4,1
2960,1,1,6,3,1
2961,1,0,6,2,1
2962,1,6,5,1,0
2963,0,6,4,0,1
2964,0,6,3,1,1
2965,0,6,2,0,1
2966,0,5,1,3,1
2967,0,4,0,2,1
2968,0,3,5,1,2
2969,1,2,4,0,1
2970,1,1,3,5,2
2971,2,0,2,4,1
2972,2,5,1,3,1
2973,2,4,0,2,1
2974,2,3,6,1,0
2975,1,2,6,0,1
2976,1,1,6,5,1
2977,1,0,6,4,1
2978,1,1,5,3,1
2979,1,0,4,2,1
2980,1,5,3,1,0
2981,0,4,2,0,1
2982,0,3,1,6,1
2983,0,2,0,6,1
2984,0,1,5,6,2
2985,1,0,4,6,2
2986,2,1,3,6,1
2987,2,0,2,6,1
2988,2,3,1,6,1
2989,2,2,0,6,1
2990,2,1,3,6,1
2991,2,0,2,6,1
2992,2,6,1,6,1
2993,2,6,0,6,1
2994,2,6,1,5,1
2995,2,6,0,4,1
2996,2,6,1,3,1
2997,2,6,0,2,1
2998,2,5,6,1,0
2999,1,4,6,0,1
3000,1,3,6,1,1
3001,1,2,6,0,1
3002,1,1,6,5,1
3003,1,0,6,4,1
3004,1,1,6,3,1
3005,1,0,6,2,1
3006,1,3,6,1,1
3007,1,2,6,0,1
3008,1,1,6,3,1
3009,1,0,6,2,1
3010,1,3,5,1,1
3011,1,2,4,0,1
3012,1,1,3,6,2
3013,2,0,2,6,1
3014,2,6,1,6,1
3015,2,6,0,6,1
3016,2,6,1,6,1
3017,2,6,0,6,1
3018,2,6,1,6,1
3019,2,6,0,6,1
3020,2,6,1,6,1
3021,2,6,0,6,1
3022,2,5,1,6,1
3023,2,4,0,6,1
3024,2,3,1,6,1
3025,2,2,0,6,1
3026,2,1,5,6,1
3027,2,0,4,6,1
3028,2,1,3,5,1
3029,2,0,2,4,1
3030,2,6,1,3,1
3031,2,6,0,2,1
3032,2,5,3,1,0
3033,1,4,2,0,0
3034,0,3,1,6,1
3035,0,2,0,6,1
3036,0,1,6,5,2
3037,1,0,6,4,1
3038,1,1,6,3,1
3039,1,0,6,2,1
3040,1,3,6,1,1
3041,1,2,6,0,1
3042,1,1,5,6,2
3043,2,0,4,6,1
3044,2,1,3,6,1
3045,2,0,2,6,1
3046,2,6,1,6,1
3047,2,6,0,6,1
3048,2,6,1,5,1
3049,2,6,0,4,1
3050,2,5,1,3,1
3051,2,4,0,2,1
3052,2,3,6,1,0
3053,1,2,6,0,1
3054,1,1,6,5,1
3055,1,0,6,4,1
3056,1,1,6,3,1
3057,1,0,6,2,1
3058,1,3,6,1,1
3059,1,2,6,0,1
3060,1,1,6,3,1
3061,1,0,6,2,1
3062,1,3,6,1,1
3063,1,2,6,0,1
3064,1,1,6,3,1
3065,1,0,6,2,1
3066,1,3,6,1,1
3067,1,2,6,0,1
3068,1,1,6,5,1
3069,1,0,6,4,1
3070,1,1,6,3,1
3071,1,0,6,2,1
3072,1,3,5,1,1
3073,1,2,4,0,1
3074,1,1,3,6,2
3075,2,0,2,6,1
3076,2,3,1,5,1
3077,2,2,0,4,1
3078,2,1,6,3,0
3079,1,0,6,2,1
3080,1,3,6,1,1
3081,1,2,6,0,1
3082,1,1,6,3,1
3083,1,0,6,2,1
3084,1,3,6,1,1
3085,1,2,6,0,1
3086,1,1,5,6,2
3087,2,0,4,6,1
3088,2,1,3,6,1
3089,2,0,2,6,1
3090,2,5,1,6,1
3091,2,4,0,6,1
3092,2,3,1,6,1
3093,2,2,0,6,1
3094,2,1,3,6,1
3095,2,0,2,6,1
3096,2,3,1,6,1
3097,2,2,0,6,1
3098,2,1,3,5,1
3099,2,0,2,4,1
3100,2,5,1,3,1
3101,2,4,0,2,1
3102,2,3,5,1,0
3103,1,2,4,0,1
3104,1,1,3,5,2
3105,2,0,2,4,1
3106,2,6,1,3,1
3107,2,6,0,2,1
3108,2,6,5,1,0
3109,1,6,4,0,0
3110,0,6,3,1,1
3111,0,6,2,0,1
3112,0,6,1,5,1
3113,0,6,0,4,1
3114,0,6,1,3,1
3115,0,6,0,2,1
3116,0,6,3,1,1
3117,0,6,2,0,1
3118,0,5,1,3,1
3119,0,4,0,2,1
3120,0,3,6,1,2
3121,1,2,6,0,1
3122,1,1,5,3,1
3123,1,0,4,2,1
3124,1,5,3,1,0
3125,0,4,2,0,1
3126,0,3,1,5,1
3127,0,2,0,4,1
3128,0,1,6,3,2
3129,1,0,6,2,1
3130,1,6,5,1,0
3131,0,6,4,0,1
3132,0,6,3,1,1
3133,0,6,2,0,1
3134,0,5,1,6,1
3135,0,4,0,6,1
3136,0,3,1,5,1
3137,0,2,0,4,1
3138,0,1,6,3,2
3139,1,0,6,2,1
3140,1,3,6,1,1
3141,1,2,6,0,1
3142,1,1,5,6,2
3143,2,0,4,6,1
3144,2,1,3,5,1
3145,2,0,2,4,1
3146,2,6,1,3,1
3147,2,6,0,2,1
3148,2,6,3,1,0
3149,1,6,2,0,0
3150,0,5,1,3,1
3151,0,4,0,2,1
3152,0,3,5,1,2
3153,1,2,4,0,1
3154,1,1,3,5,2
3155,2,0,2,4,1
3156,2,6,1,3,1
3157,2,6,0,2,1
3158,2,5,6,1,0
3159,1,4,6,0,1
3160,1,3,5,1,1
3161,1,2,4,0,1
3162,1,1,3,5,2
3163,2,0,2,4,1
3164,2,5,1,3,1
3165,2,4,0,2,1
3166,2,3,6,1,0
3167,1,2,6,0,1
3168,1,1,6,6,1
3169,1,0,6,6,1
3170,1,1,6,6,1
3171,1,0,6,6,1
3172,1,1,5,6,2
3173,2,0,4,6,1
3174,2,1,3,5,1
3175,2,0,2,4,1
3176,2,6,1,3,1
3177,2,6,0,2,1
3178,2,5,3,1,0
3179,1,4,2,0,0
3180,0,3,1,6,1
3181,0,2,0,6,1
3182,0,1,6,5,2
3183,1,0,6,4,1
3184,1,1,6,3,1
3185,1,0,6,2,1
3186,1,5,6,1,1
3187,1,4,6,0,1
3188,1,3,6,1,1
3189,1,2,6,0,1
3190,1,1,6,3,1
3191,1,0,6,2,1
3192,1,3,6,1,1
3193,1,2,6,0,1
3194,1,1,5,3,1
3195,1,0,4,2,1
3196,1,6,3,1,0
3197,0,6,2,0,1
3198,0,5,1,3,1
3199,0,4,0,2,1
3200,0,3,6,1,2
3201,1,2,6,0,1
3202,1,1,5,6,2
3203,2,0,4,6,1
3204,2,1,3,6,1
3205,2,0,2,6,1
3206,2,3,1,5,1
3207,2,2,0,4,1
3208,2,1,6,3,0
3209,1,0,6,2,1
3210,1,6,6,1,0
3211,0,6,6,0,1
3212,0,6,5,1,1
3213,0,6,4,0,1
3214,0,6,3,1,1
3215,0,6,2,0,1
3216,0,5,1,3,1
3217,0,4,0,2,1
3218,0,3,5,1,2
3219,1,2,4,0,1
3220,1,1,3,6,2
3221,2,0,2,6,1
3222,2,3,1,5,1
3223,2,2,0,4,1
3224,2,1,6,3,0
3225,1,0,6,2,1
3226,1,5,6,1,1
3227,1,4,6,0,1
3228,1,3,6,1,1
3229,1,2,6,0,1
3230,1,1,6,3,1
3231,1,0,6,2,1
3232,1,3,5,1,1
3233,1,2,4,0,1
3234,1,1,3,5,2
3235,2,0,2,4,1
3236,2,6,1,3,1
3237,2,6,0,2,1
3238,2,5,6,1,0
3239,1,4,6,0,1
3240,1,3,6,1,1
3241,1,2,6,0,1
3242,1,1,6,3,1
3243,1,0,6,2,1
3244,1,6,6,1,0
3245,0,6,6,0,1
3246,0,6,6,1,1
3247,0,6,6,0,1
3248,0,5,6,1,2
3249,1,4,6,0,1
3250,1,3,6,1,1
3251,1,2,6,0,1
3252,1,1,6,3,1
3253,1,0,6,2,1
3254,1,3,6,1,1
3255,1,2,6,0,1
3256,1,1,6,6,1
3257,1,0,6,6,1
3258,1,1,6,6,1
3259,1,0,6,6,1
3260,1,1,5,6,2
3261,2,0,4,6,1
3262,2,1,3,6,1
3263,2,0,2,6,1
3264,2,3,1,6,1
3265,2,2,0,6,1
3266,2,1,3,6,1
3267,2,0,2,6,1
3268,2,5,1,6,1
3269,2,4,0,6,1
3270,2,3,1,6,1
3271,2,2,0,6,1
3272,2,1,5,6,1
3273,2,0,4,6,1
3274,2,1,3,6,1
3275,2,0,2,6,1
3276,2,6,1,6,1
3277,2,6,0,6,1
3278,2,6,1,6,1
3279,2,6,0,6,1
3280,2,6,1,5,1
3281,2,6,0,4,1
3282,2,6,1,3,1
3283,2,6,0,2,1
3284,2,6,3,1,0
3285,1,6,2,0,0
3286,0,6,1,6,1
3287,0,6,0,6,1
3288,0,6,1,6,1
3289,0,6,0,6,1
3290,0,6,1,5,1
3291,0,6,0,4,1
3292,0,6,1,3,1
3293,0,6,0,2,1
3294,0,6,3,1,1
3295,0,6,2,0,1
3296,0,6,1,3,1
3297,0,6,0,2,1
3298,0,6,6,1,1
3299,0,6,6,0,1
3300,0,6,5,1,1
3301,0,6,4,0,1
3302,0,5,3,1,1
3303,0,4,2,0,1
